GROUP,DESCRIPTION,Part Number,ALT P/N,Serial Number,MIN QTY,Unit,CONDITION,WAREHOUSE,STORES,QTY,EXPIRED DATE,GRN NO,VENDOR,RECEIVED DATE,RECEIVED BY,ORDER NUMBER,REFERENCE NUMBER,AWB NUMBER,REMARK,UNIT VALUE
CONSUMABLE PART,NOSE TYRE,505C61-8,,52382215,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52382216,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52382219,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52382228,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52382230,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52382239,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52472004,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52482161,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52482180,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52492204,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52492219,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52492333,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52502210,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52862281,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,5372137,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,NUT,094-15200,,,0,EA,,WISNU,A3-3,4,,,,,,,,,,0
CONSUMABLE PART,NUT,1514119-3,,,0,EA,,WISNU,A2-9,1,,,,,,,,,,0
CONSUMABLE PART,NUT,AN310C4,,,0,EA,,WISNU,A3-3,100,,,,,,,,,,0
CONSUMABLE PART,NUT,AN315-4R,,,0,EA,,WISNU,A3-3,100,,,,,,,,,,0
CONSUMABLE PART,NUT,AN315-4R,,,0,EA,,WISNU,A3-3,1,,,,,,,,,,0
CONSUMABLE PART,NUT,AN316-6R,,,0,EA,,WISNU,A3-3,197,,,,,,,,,,0
CONSUMABLE PART,NUT,MS 21045-3,,,0,EA,,WISNU,A3-3,197,,,,,,,,,,0
CONSUMABLE PART,NUT,MS1045-3,,,0,EA,,WISNU,A3-3,330,,,,,,,,,,0
CONSUMABLE PART,NUT,MS20365-720C,,,0,EA,,WISNU,A3-1,16,,,,,,,,,,0
CONSUMABLE PART,NUT,MS20365-720C,,,0,EA,,WISNU,A3-1,100,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21042-5,,,0,EA,,WISNU,A3-3,25,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21042-5,,,0,EA,,WISNU,A3-3,25,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21042L3,,,0,EA,,WISNU,A3-3,148,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21042L4,,,0,EA,,WISNU,D3-2,98,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21042L5,,,0,EA,,WISNU,D3-2,93,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21044N4,,,0,EA,,WISNU,D3-2,100,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21044N7,,,0,EA,,WISNU,A3-3,23,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21045L06,,,0,EA,,WISNU,A3-3,7,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21045L6,,,0,EA,,WISNU,A3-3,16,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21045L6,,,0,EA,,WISNU,D3-2,10,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21045L8,,,0,EA,,WISNU,A3-3,76,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21083N3,,,0,EA,,WISNU,A3-3,83,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21245-7,,,0,EA,,WISNU,D3-12,2,,,,,,,,,,0
CONSUMABLE PART,NUT,MS21245L7,,,0,EA,,WISNU,D3-12,6,,,,,,,,,,0
CONSUMABLE PART,NUT,MS25082B2,,,0,EA,,WISNU,D3-13,281,,,,,,,,,,0
CONSUMABLE PART,NUT,MS25649-265B,,,0,EA,,WISNU,A3-3,149,,,,,,,,,,0
CONSUMABLE PART,NUT,S1914-8,,,0,EA,,WISNU,A3-3,50,,,,,,,,,,0
CONSUMABLE PART,NUT,STD1410,,,0,EA,,WISNU,A3-3,10,,,,,,,,,,0
CONSUMABLE PART,NUT BK,0413613-1-279,,,0,EA,,WISNU,D2-3,123,,,,,,,,,,0
CONSUMABLE PART,NUT PLAIN,AN310-4,,,0,EA,,WISNU,A3-3,31,,,,,,,,,,0
CONSUMABLE PART,NUT PLATE,MS21047L3K,,,0,EA,,WISNU,A3-6,38,,,,,,,,,,0
CONSUMABLE PART,NUT PLATE,MS21049L08K,,,0,EA,,WISNU,A3-6,41,,,,,,,,,,0
CONSUMABLE PART,NUT PLATE,MS21059L08,,,0,EA,,WISNU,A3-6,35,,,,,,,,,,0
CONSUMABLE PART,NUT,SELF LOCKING,MS21044N5,,,0,EA,,WISNU,A3-3,98,,,,,,,,,
CONSUMABLE PART,O RING,483248/2-906,,,0,EA,,WISNU,B2-1,100,,,,,,,,,,0
CONSUMABLE PART,O RING,755-834,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,O RING,755-834,,,0,EA,,WISNU,G3,1,,,,,,,,,,0
CONSUMABLE PART,O RING,755-836,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,O RING,755-836,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,O RING,760-504,,,0,EA,,WISNU,G3,1,,,,,,,,,,0
CONSUMABLE PART,O RING,C-3317-228,,,0,EA,,WISNU,G3,49,,,,,,,,,,0
CONSUMABLE PART,O RING,M83461/1-224,,,0,EA,,WISNU,B3-20,11,,,,,,,,,,0
CONSUMABLE PART,O RING,MS28775-006,,,0,EA,,WISNU,B3-18,25,,,,,,,,,,0
CONSUMABLE PART,O RING,MS28775-010,,,0,EA,,WISNU,A2-8,26,,,,,,,,,,0
CONSUMABLE PART,O RING,MS28775-015,,,0,EA,,WISNU,B3-20,99,,,,,,,,,,0
CONSUMABLE PART,O RING,MS28775-110,,,0,EA,,WISNU,A2-8,32,,,,,,,,,,0
CONSUMABLE PART,O RING,MS28775-221,,,0,EA,,WISNU,B3-20,24,,,,,,,,,,0
CONSUMABLE PART,O RING,MS28775-222,,,0,EA,,WISNU,B3-20,80,,,,,,,,,,0
CONSUMABLE PART,O RING,MS28775-225,,,0,EA,,WISNU,B3-18,18,,,,,,,,,,0
CONSUMABLE PART,O RING,MS28775-227,,,0,EA,,WISNU,B3-18,25,,,,,,,,,,0
CONSUMABLE PART,O RING,MS28775-228,,,0,EA,,WISNU,B3-19,7,,,,,,,,,,0
CONSUMABLE PART,O RING,MS28775-230,,,0,EA,,WISNU,B3-19,49,,,,,,,,,,0
CONSUMABLE PART,O RING,MS28775-327,,,0,EA,,WISNU,B3-18,10,,,,,,,,,,0
CONSUMABLE PART,O RING,MS29513-111,,,0,EA,,WISNU,B2-1,189,,,,,,,,,,0
CONSUMABLE PART,O RING,MS29513-138,,,0,EA,,WISNU,B3-20,98,,,,,,,,,,0
CONSUMABLE PART,O RING,MS3248-1-012,,,0,EA,,WISNU,A2-8,45,,,,,,,,,,0
CONSUMABLE PART,OIL ENGINE,AS100,,,0,EA,,WISNU,FLAMABLE ROOM,0.5,,,,,,,,,,0
CONSUMABLE PART,OIL ENGINE,ASW100,,,0,QTS,,WISNU,FLAMABLE ROOM,37.8,,,,,,,,,,0
CONSUMABLE PART,OIL ENGINE,ASW100+,,,0,LTR,,WISNU,FLAMABLE ROOM,-6,,,,,,,,,,0
CONSUMABLE PART,OIL ENGINE,ASW100+,,,0,LITER,,WISNU,FLAMABLE ROOM,405,,,,,,,,,,0
CONSUMABLE PART,OIL FILTER,CH48103-1,,,0,LITER,,WISNU,G4,45,,,,,,,,,,0
CONSUMABLE PART,OIL FILTER,CH48110-1,,,0,EA,,WISNU,I4-1,38,,,,,,,,,,0
CONSUMABLE PART,OIL FILTER,CH48110-1,,,0,EA,,WISNU,WISNU,93,,,,,,,,,,0
CONSUMABLE PART,OIL PRESS GAGE,2646-00053,,,0,EA,,WISNU,C3-1,1,,,,,,,,,,0
CONSUMABLE PART,OIL PRESS GAGE,2646-00065,,,0,EA,,WISNU,C3-1,2,,,,,,,,,,0
CONSUMABLE PART,OIL PRESS GAGE,6246-00380,,133436,0,EA,,WISNU,C3-1,1,,,,,,,,,,0
CONSUMABLE PART,OIL PRESS GAGE,6246-00380,,161554,0,EA,,WISNU,C3-1,1,,,,,,,,,,0
CONSUMABLE PART,OIL PRESS SWITCH,588-206,,,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,OIL TEMP,548-790,,,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,OIL TEMP,S2335-1,,,0,EA,,WISNU,A3-8,4,,,,,,,,,,0
CONSUMABLE PART,OIL TEMP/OIL PRESS IND 172R,S3279-1,,5940,0,EA,,WISNU,C3-1,1,,,,,,,,,,0
CONSUMABLE PART,PACKING,M83248/1-011,,,0,EA,,WISNU,A2-8,10,,,,,,,,,,0
CONSUMABLE PART,PACKING,MS28775-008,,,0,EA,,WISNU,B3-17,51,,,,,,,,,,0
CONSUMABLE PART,PACKING,MS28775-011,,,0,EA,,WISNU,A2-8,48,,,,,,,,,,0
CONSUMABLE PART,PACKING,MS28775-012,,,0,EA,,WISNU,A2-8,28,,,,,,,,,,0
CONSUMABLE PART,PACKING,MS28775-210,,,0,EA,,WISNU,B3-20,10,,,,,,,,,,0
CONSUMABLE PART,PACKING,MS28775-213,,,0,EA,,WISNU,A2-8,103,,,,,,,,,,0
CONSUMABLE PART,PACKING,MS28775-224,,,0,EA,,WISNU,A2-8,10,,,,,,,,,,0
CONSUMABLE PART,PACKING,MS28775-329,,,0,EA,,WISNU,B3-18,82,,,,,,,,,,0
CONSUMABLE PART,PACKING,MS28775-333,,,0,EA,,WISNU,B3-19,77,,,,,,,,,,0
CONSUMABLE PART,PACKING,MS28775-333,,,0,EA,,WISNU,B3-6,23,,,,,,,,,,0
CONSUMABLE PART,PACKING,MS28778-3,,,0,EA,,WISNU,B3-17,19,,,,,,,,,,0
CONSUMABLE PART,PACKING,MS29513-010,,,0,EA,,WISNU,B3-20,100,,,,,,,,,,0
CONSUMABLE PART,PAN AY,0513109-4,,,0,EA,,WISNU,D1,2,,,,,,,,,,0
CONSUMABLE PART,PANEL BAGAGE,0515012-1,,,0,EA,,WISNU,F,2,,,,,,,,,,0
CONSUMABLE PART,PERSONAL ELT 406,406,,,0,EA,,WISNU,C4-2,4,,,,,,,,,,0
CONSUMABLE PART,PICK OFF,763-504,,,0,EA,,WISNU,G3,1,,,,,,,,,,0
CONSUMABLE PART,PILOTS GUIDE GNS430,190-00140-00,,,0,EA,,WISNU,CUPBOARD DOCUMENT,1,,,,,,,,,,0
CONSUMABLE PART,PIN,1552004-17,,,0,EA,,WISNU,D2-1,4,,,,,,,,,,0
CONSUMABLE PART,PIN,1714067-5,,,0,EA,,WISNU,D3-11,4,,,,,,,,,,0
CONSUMABLE PART,PIN,177-00300,,,0,EA,,WISNU,A3-8,30,,,,,,,,,,0
CONSUMABLE PART,PIN,A2973-6,,,0,EA,,WISNU,A3-8,16,,,,,,,,,,0
CONSUMABLE PART,PIN,MS20392-1C11,,,0,EA,,WISNU,D2-10,40,,,,,,,,,,0
CONSUMABLE PART,PIN,MS20392-1C21,,,0,EA,,WISNU,D3-11,133,,,,,,,,,,0
CONSUMABLE PART,PIN,MS20392-2C15,,,0,EA,,WISNU,D3-4,16,,,,,,,,,,0
CONSUMABLE PART,PIN,NAS561-3-6,,,0,EA,,WISNU,D2-10,50,,,,,,,,,,0
CONSUMABLE PART,PIN,NAS561P4-10,,,0,EA,,WISNU,D3-10,25,,,,,,,,,,0
CONSUMABLE PART,PIN,S1635-1,,,0,EA,,WISNU,D2-3,365,,,,,,,,,,0
CONSUMABLE PART,PIN,S1635-3LP,,,0,EA,,WISNU,D3-13,498,,,,,,,,,,0
CONSUMABLE PART,PIN,S1853-4,,,0,EA,,WISNU,D2-3,50,,,,,,,,,,0
CONSUMABLE PART,PIN,S2353-3,,,0,EA,,WISNU,D3-5,50,,,,,,,,,,0
CONSUMABLE PART,PIN AY,0717024-18,,,0,EA,,WISNU,D2-10,2,,,,,,,,,,0
CONSUMABLE PART,PIPER KIT MOUNT,MPA44-1P,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,PIPER SEAT ADJUSMENT SPRING,MC 587-404,,,0,EA,,WISNU,G1,4,,,,,,,,,,0
CONSUMABLE PART,PITOT TUBE,96392-007,,,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,PITOT TUBE ASSY,0721105-12,,,0,EA,,WISNU,B3-13,1,,,,,,,,,,0
CONSUMABLE PART,PLATE,0515073-3,,,0,EA,,WISNU,D2-10,1,,,,,,,,,,0
CONSUMABLE PART,PLATE,073-01100,,,0,EA,,WISNU,A3-14,2,,,,,,,,,,0
CONSUMABLE PART,PLATE,075-03900,,,0,EA,,WISNU,A3-14,1,,,,,,,,,,0
CONSUMABLE PART,PLATE,101-0016,,,0,EA,,WISNU,B3-12,5,,,,,,,,,,0
CONSUMABLE PART,PLATE,73385,,,0,EA,,WISNU,D2-10,18,,,,,,,,,,0
CONSUMABLE PART,PLATE BACK,074-01000,,,0,EA,,WISNU,A3-14,4,,,,,,,,,,0
CONSUMABLE PART,PLATE BACK,074-30027,,,0,EA,,WISNU,A3-14,1,,,,,,,,,,0
CONSUMABLE PART,PLOTTER PJ-1  ROTATING AZMIUTH,10009524-001,,,0,EA,,WISNU,WISNU,0,,,,,,,,,,0
CONSUMABLE PART,PLUG,541139,,,0,EA,,WISNU,D3-4,20,,,,,,,,,,0
CONSUMABLE PART,PLUG,STD-1211,,,0,EA,,WISNU,A4-1,2,,,,,,,,,,0
CONSUMABLE PART,PLUG FLARED TUBE,AN806-3D,,,0,EA,,WISNU,D3-2,10,,,,,,,,,,0
CONSUMABLE PART,PLUG PHONE,PJO55B,,,0,EA,,WISNU,D2-5,7,,,,,,,,,,0
CONSUMABLE PART,POP RIVET,JM41006,,,0,EA,,WISNU,G1,9811,,,,,,,,,,0
CONSUMABLE PART,POST INSTRUMENT LIGHT HD ASSY,A354-CL-BK,,,0,EA,,WISNU,B3-9,15,,,,,,,,,,0
CONSUMABLE PART,POWER SUPLY,01-0770006-08,,9609,0,EA,,WISNU,E1,1,,,,,,,,,,0
CONSUMABLE PART,POWER SUPLY,01-0770062-03,,28804,0,EA,,WISNU,E1,1,,,,,,,,,,0
CONSUMABLE PART,POWER SUPLY,C622008-0102,,E99076009,0,EA,,WISNU,C4-2,1,,,,,,,,,,0
CONSUMABLE PART,POWER SUPPLY,152-0010,,,0,EA,,WISNU,B3-4,5,,,,,,,,,,0
CONSUMABLE PART,POWER SUPPLY,481-247,,56669,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,POWER SUPPLY STROBE,01-0770028-05,,56452,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,PRC SEALENT (1202),PR1422B2,,,0,EA,,WISNU,D1,1,,,,,,,,,,0
CONSUMABLE PART,PRC SEALENT (120Z),PR1422B1/2,,,0,EA,,WISNU,D1,1,,,,,,,,,,0
CONSUMABLE PART,PREASSURE PLATE,073-30024,,,0,SET,,WISNU,A3-14,1,,,,,,,,,,0
CONSUMABLE PART,PRESS SWITCH,587-847,,R010788,0,EA,,WISNU,G2,0,,,,,,,,,,0
CONSUMABLE PART,PRESS SWITCH,587-847,,R024030,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,PRESS SWITCH,587-847,,R024040,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,PROBE EGT TYPE K,86255,,,0,EA,,WISNU,D2-1,5,,,,,,,,,,0
CONSUMABLE PART,PROBE TIT,985,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,QUICK REFERENCE GUIDE,190-00140-01,,,0,EA,,WISNU,CUPBOARD DOCUMENT,3,,,,,,,,,,0
CONSUMABLE PART,RAISER,9954100-7F,,IRN06-0002,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RAISER,9954100-7F,,ITU08-0006,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RAISER,99542100-4F,,IQ592-0001,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RAISER,99542100-4F,,ITU04-0006,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RAISER FORWARD,RH,W1754010-1,,I1K73-0005,0,EA,,WISNU,A5-1,1,,,,,,,,,I1K73-0005
CONSUMABLE PART,RAISER FORWARD,RH,W1754010-1,,I1K73-0007,0,EA,,WISNU,A5-1,1,,,,,,,,,I1K73-0007
CONSUMABLE PART,RAM AIR COOLING KIT,071-4001-00,,,0,EA,,WISNU,G1,4,,,,,,,,,,0
CONSUMABLE PART,REAR WINDOW,K0515053-2,,,0,EA,,WISNU,WISNU,9,,,,,,,,,,0
CONSUMABLE PART,RECEPTACLE ASSY,89097-007,,,0,EA,,WISNU,G1,3,,,,,,,,,,0
CONSUMABLE PART,REGULATOR VACUUM,AA2H3-12,,,0,EA,,WISNU,D1,2,,,,,,,,,,0
CONSUMABLE PART,RELAY,460-397,,80K84802,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,RELAY,460-397,,80K84805,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,REPAIR KIT SEAL O,RING,199-538A,,,0,EA,,WISNU,G2,4,,,,,,,,,
CONSUMABLE PART,RESISTOR,S2091-5,,,0,EA,,WISNU,B3-8,4,,,,,,,,,,0
CONSUMABLE PART,RESISTOR DIMMING ASSY,S2091-9,,,0,EA,,WISNU,D2-3,2,,,,,,,,,,0
CONSUMABLE PART,RETAINER,153-30013,,,0,EA,,WISNU,B3-12,10,,,,,,,,,,0
CONSUMABLE PART,RETAINER,153-30014,,,0,EA,,WISNU,B3-12,5,,,,,,,,,,0
CONSUMABLE PART,RETAINER LEKES,A2108A,,,0,EA,,WISNU,D3-3,5,,,,,,,,,,0
CONSUMABLE PART,RETAINING RING,00009M03,,,0,EA,,WISNU,C2-6,20,,,,,,,,,,0
CONSUMABLE PART,RIB,0523030-2,,,0,PACK,,WISNU,A4-2,2,,,,,,,,,,0
CONSUMABLE PART,RIB,0523031-2,,,0,EA,,WISNU,A4-2,2,,,,,,,,,,0
CONSUMABLE PART,RIB,0523032-1,,,0,EA,,WISNU,A4-2,1,,,,,,,,,,0
CONSUMABLE PART,RIB,0523032-2,,,0,EA,,WISNU,A4-2,1,,,,,,,,,,0
CONSUMABLE PART,RIB,0523033-2,,,0,EA,,WISNU,A4-2,1,,,,,,,,,,0
CONSUMABLE PART,RIB,0523034-1,,,0,EA,,WISNU,A4-2,1,,,,,,,,,,0
CONSUMABLE PART,RIB,0523034-2,,,0,EA,,WISNU,A4-2,1,,,,,,,,,,0
CONSUMABLE PART,RIB,0523035-2,,,0,EA,,WISNU,A4-2,2,,,,,,,,,,0
CONSUMABLE PART,RIB,0523036-1,,,0,EA,,WISNU,A4-2,2,,,,,,,,,,0
CONSUMABLE PART,RIB,0523036-2,,,0,EA,,WISNU,A4-2,1,,,,,,,,,,0
CONSUMABLE PART,RIB,0523514-7,,,0,EA,,WISNU,A4-2,2,,,,,,,,,,0
CONSUMABLE PART,RIB,0523515-7,,,0,EA,,WISNU,A4-2,1,,,,,,,,,,0
CONSUMABLE PART,RIB,0722200-1,,,0,EA,,WISNU,A4-2,1,,,,,,,,,,0
CONSUMABLE PART,RIB AY,0525001-1,,,0,EA,,WISNU,D1,7,,,,,,,,,,0
CONSUMABLE PART,RIGHT DOOR,SA60-06-1,,,0,EA,,WISNU,F,2,,,,,,,,,,0
CONSUMABLE PART,RIGHT FRONT KICK PANEL,SA60-04,,,0,EA,,WISNU,F,2,,,,,,,,,,0
CONSUMABLE PART,RING,1243626-1,,,0,EA,,WISNU,A3-19,4,,,,,,,,,,0
CONSUMABLE PART,RING,155-04700,,,0,EA,,WISNU,D2-2,4,,,,,,,,,,0
CONSUMABLE PART,RING,MS28775-113,,,0,EA,,WISNU,B3-20,19,,,,,,,,,,0
CONSUMABLE PART,RING,MS28782-15,,,0,EA,,WISNU,A3-6,10,,,,,,,,,,0
CONSUMABLE PART,RING,S-1115-9,,,0,EA,,WISNU,D3-9,200,,,,,,,,,,0
CONSUMABLE PART,RING,S16280110,,,0,EA,,WISNU,B3-18,87,,,,,,,,,,0
CONSUMABLE PART,RING,BACK UP,STRUT,S1628-329,,,0,EA,,WISNU,B3-16,158,,,,,,,,
CONSUMABLE PART,RISER,9954100-4F,,IRM94-0002,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RISER,9954100-6F,,IRN01-0001,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RISER,9954100-6F,,IRN02-0002,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RISER,9954100-6F,,ITU07-0003,0,EA,,WISNU,A5-1,0,,,,,,,,,,0
CONSUMABLE PART,RISER,9954100-SF,,INQ58-0002,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RISER,9954100-SF,,IRM98-0002,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RISER,9954100-SF,,ITU05-0006,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RISER,A1754007-1,,31362,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RISER,A1754007-1,,50744,0,EA,,WISNU,A5-1,0,,,,,,,,,,0
CONSUMABLE PART,RISER,A1754008-1,,49928,0,EA,,WISNU,A5-1,0,,,,,,,,,,0
CONSUMABLE PART,RISER,A1754009-1,,49917,0,EA,,WISNU,A5-1,0,,,,,,,,,,0
CONSUMABLE PART,RISER,A1754010-1,,48618,0,EA,,WISNU,A5-1,0,,,,,,,,,,0
CONSUMABLE PART,RISER,W1754007-1,,I188-0004,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RISER,W1754007-1,,I1K70-0005,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RISER,W1754008-1,,I1K71-0004,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RISER,W1754008-1,,I1K71-0005,0,EA,,WISNU,A5-1,1,,,,,,,,,,0
CONSUMABLE PART,RISER FORWARD,LH,W1754009-1,,I1097-0005,0,EA,,WISNU,A5-1,1,,,,,,,,,I1097-0005
CONSUMABLE PART,RISER FORWARD,LH,W1754009-1,,I1097-0006,0,EA,,WISNU,A5-1,0,,,,,,,,,I1097-0006
CONSUMABLE PART,RIVET,105-00200,,,0,EA,,WISNU,A3-14,57,,,,,,,,,,0
CONSUMABLE PART,RIVET,105-00200,,,0,EA,,WISNU,A3-14,340,,,,,,,,,,0
CONSUMABLE PART,RIVET,BSPS-44,,,0,EA,,WISNU,D3-9,308,,,,,,,,,,0
CONSUMABLE PART,RIVET,CCP-54,,,0,EA,,WISNU,D3-9,290,,,,,,,,,,0
CONSUMABLE PART,RIVET,CCP-94,,,0,EA,,WISNU,D3-9,271,,,,,,,,,,0
CONSUMABLE PART,RIVET,MS20426AD3-6,,,0,EA,,WISNU,D3-12,4210,,,,,,,,,,0
CONSUMABLE PART,RIVET,MS20426AD4-6,,,0,EA,,WISNU,D3-13,1432,,,,,,,,,,0
CONSUMABLE PART,RIVET,MS20426AD4-6A,,,0,EA,,WISNU,D3-13,1646,,,,,,,,,,0
CONSUMABLE PART,RIVET,MS20470AD3-3A,,,0,EA,,WISNU,D3-13,61,,,,,,,,,,0
CONSUMABLE PART,RIVET,MS20470AD3-6,,,0,EA,,WISNU,D3-13,2381,,,,,,,,,,0
CONSUMABLE PART,RIVET,MS20470AD4-6,,,0,EA,,WISNU,D3-12,125,,,,,,,,,,0
CONSUMABLE PART,RIVET,MS20470AD4-6,,,0,EA,,WISNU,D3-13,-6,,,,,,,,,,0
CONSUMABLE PART,RIVET,MS20470AD5-10,,,0,EA,,WISNU,D3-13,567,,,,,,,,,,0
CONSUMABLE PART,RIVET,MS20470D5-10,,,0,EA,,WISNU,D3-13,250,,,,,,,,,,0
CONSUMABLE PART,RIVET,S2906-4-2,,,0,EA,,WISNU,D3-9,656,,,,,,,,,,0
CONSUMABLE PART,RIVET,S2906-4-3,,,0,EA,,WISNU,D3-9,605,,,,,,,,,,0
CONSUMABLE PART,RIVET,S2906-5-3,,,0,EA,,WISNU,D3-9,795,,,,,,,,,,0
CONSUMABLE PART,RIVET BRAKE LINNING,06-02908,,,0,EA,,WISNU,A3-14,200,,,,,,,,,,0
CONSUMABLE PART,RIVET BRAKE LINNING,561,,,0,EA,,WISNU,G2,400,,,,,,,,,,0
CONSUMABLE PART,RIVET ROUND,MS20470AD3-4A,,,0,EA,,WISNU,D3-12,3609,,,,,,,,,,0
CONSUMABLE PART,RIVET SOLID (COUNTER SHANK),MS20426AD4-4A,,,0,EA,,WISNU,D3-12,2887,,,,,,,,,,0
CONSUMABLE PART,RIVNUT,NAS1329A3K80,,,0,EA,,WISNU,D3-13,503,,,,,,,,,,0
CONSUMABLE PART,RIVNUT,NAS1329A80-75,,,0,EA,,WISNU,D3-13,485,,,,,,,,,,0
CONSUMABLE PART,ROD,0523537-2,,,0,EA,,WISNU,A3-19,2,,,,,,,,,,0
CONSUMABLE PART,ROD,86262-008,,,0,EA,,WISNU,G2,2,,,,,,,,,,0
CONSUMABLE PART,ROD ASSY,62764-800,,,0,EA,,WISNU,G1,2,,,,,,,,,,0
CONSUMABLE PART,ROD ASSY,62764-800,,,0,EA,,WISNU,G1,0,,,,,,,,,,0
CONSUMABLE PART,ROD ASSY- PUSH,15F19957-30,,,0,EA,,WISNU,D3-4,3,,,,,,,,,,0
CONSUMABLE PART,ROD ASSY - PUSH,LW-15324,,,0,EA,,WISNU,G1,3,,,,,,,,,,0
CONSUMABLE PART,ROD END,S1823-3,,,0,EA,,WISNU,A3-8,1,,,,,,,,,,0
CONSUMABLE PART,ROD END ASSY,89307-000,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,ROLL PIN,NAS561P4-12,,,0,EA,,WISNU,D3-10,10,,,,,,,,,,0
CONSUMABLE PART,ROLL PIN,NAS561P4-12,,,0,EA,,WISNU,D3-10,40,,,,,,,,,,0
CONSUMABLE PART,ROLL PIN,NAS561P4-12,,,0,EA,,WISNU,D3-10,50,,,,,,,,,,0
CONSUMABLE PART,ROLLER,S1704-1,,,0,EA,,WISNU,D2-1,70,,,,,,,,,,0
