GROUP,DESCRIPTION,Part Number,ALT P/N,Serial Number,MIN QTY,Unit,CONDITION,WAREHOUSE,STORES,QTY,EXPIRED DATE,GRN NO,VENDOR,RECEIVED DATE,RECEIVED BY,ORDER NUMBER,REFERENCE NUMBER,AWB NUMBER,REMARK,UNIT VALUE
CONSUMABLE PART,CORD HEADSET KIT,18028G01,,,0,EA,,WISNU,C2-2,2,,,,,,,,,,0
CONSUMABLE PART,CORE-HIGH-PREASURE,AN809-1,,,0,EA,,WISNU,B2-1,10,,,,,,,,,,0
CONSUMABLE PART,COTTER PIN,MS24665-132,,,0,EA,,WISNU,A3-10,787,,,,,,,,,,0
CONSUMABLE PART,COTTER PIN,MS24665-134,,,0,EA,,WISNU,A3-10,742,,,,,,,,,,0
CONSUMABLE PART,COTTER PIN,MS24665-136,,,0,EA,,WISNU,A3-10,97,,,,,,,,,,0
CONSUMABLE PART,COTTER PIN,MS24665-151,,,0,EA,,WISNU,A3-10,185,,,,,,,,,,0
CONSUMABLE PART,COTTER PIN,MS24665-153,,,0,EA,,WISNU,A3-10,101,,,,,,,,,,0
CONSUMABLE PART,COTTER PIN,MS24665-285,,,0,EA,,WISNU,A3-10,586,,,,,,,,,,0
CONSUMABLE PART,COTTER PIN,MS24665-351,,,0,EA,,WISNU,A3-10,154,,,,,,,,,,0
CONSUMABLE PART,COTTER PIN,MS24665-360,,,0,EA,,WISNU,A3-10,279,,,,,,,,,,0
CONSUMABLE PART,COUPLER,DMH69-1,,2357,0,EA,,WISNU,A4-1,0,,,,,,,,,,0
CONSUMABLE PART,COUPLER,DMH69-1,,2378,0,EA,,WISNU,A4-1,1,,,,,,,,,,0
CONSUMABLE PART,COUPLER,DMH69-1,,9432,0,EA,,WISNU,A4-1,1,,,,,,,,,,0
CONSUMABLE PART,COUPLER,DMH69-1,,9438,0,EA,,WISNU,A4-1,1,,,,,,,,,,0
CONSUMABLE PART,COUPLER,DMH69-1,,9439,0,EA,,WISNU,A4-1,1,,,,,,,,,,0
CONSUMABLE PART,COUPLER,DMH69-1,,9446,0,EA,,WISNU,A4-1,1,,,,,,,,,,0
CONSUMABLE PART,COUPLING,C301001-0211,,,0,EA,,WISNU,D3-12,6,,,,,,,,,,0
CONSUMABLE PART,COVER,0513298-11-532,,,0,EA,,WISNU,D4,2,,,,,,,,,,0
CONSUMABLE PART,COVER,0541191-2,,,0,EA,,WISNU,A4-2,1,,,,,,,,,,0
CONSUMABLE PART,COVER,0560027-5,,,0,EA,,WISNU,B3-6,1,,,,,,,,,,0
CONSUMABLE PART,COVER,0570316-1,,,0,EA,,WISNU,A3-20,2,,,,,,,,,,0
CONSUMABLE PART,COVER,0570316-1,,,0,EA,,WISNU,A3-20,0,,,,,,,,,,0
CONSUMABLE PART,COVER,0712765-3,,,0,EA,,WISNU,A2,0,,,,,,,,,,0
CONSUMABLE PART,COVER,533-182,,,0,EA,,WISNU,G3,6,,,,,,,,,,0
CONSUMABLE PART,COVER,712765,,,0,EA,,WISNU,A2-2,2,,,,,,,,,,0
CONSUMABLE PART,COVER COMFORT EAR SEALS,22658G01,,,0,EA,,WISNU,D2-5,3,,,,,,,,,,0
CONSUMABLE PART,CRIMP PIN / 18-16 AWG,66099-1,,,0,EA,,WISNU,D3-5,98,,,,,,,,,,0
CONSUMABLE PART,CRIMP PIN / 24-20 AWG,66103-1,,,0,EA,,WISNU,D3-5,100,,,,,,,,,,0
CONSUMABLE PART,CRIMP SOCKET / 18-16 AWG,66101-1,,,0,EA,,WISNU,D3-5,98,,,,,,,,,,0
CONSUMABLE PART,CRIMP SOCKET / 24-20 AWG,66105-1,,,0,EA,,WISNU,D3-5,94,,,,,,,,,,0
CONSUMABLE PART,CUSTTLE NUT,AN310-3,,,0,EA,,WISNU,A3-3,86,,,,,,,,,,0
CONSUMABLE PART,CUSTTLE NUT,AN310-5,,,0,EA,,WISNU,A3-3,13,,,,,,,,,,0
CONSUMABLE PART,CUSTTLE NUT,AN310-5,,,0,EA,,WISNU,A3-3,93,,,,,,,,,,0
CONSUMABLE PART,CUSTTLE NUT,AN310-5,,,0,EA,,WISNU,D3-2,21,,,,,,,,,,0
CONSUMABLE PART,CYLINDER,05K21122,,,0,EA,,WISNU,G5,3,,,,,,,,,,0
CONSUMABLE PART,CYLINDER ASSY,05K21100,,,0,EA,,WISNU,WISNU,1,,,,,,,,,,0
CONSUMABLE PART,CYLINDER ASSY,05K21100,,,0,EA,,WISNU,WISNU,5,,,,,,,,,,0
CONSUMABLE PART,CYLINDER HYDRAULIC NOSE,455-987,,3479,0,EA,,WISNU,G1,1,,,,,,,,,,0
CONSUMABLE PART,CYLINDER KIT,05K21104,,,0,EA,,WISNU,C4-2,1,,,,,,,,,,0
CONSUMABLE PART,CYLINDER KIT,05K21104,,,0,EA,,WISNU,C4-2,1,,,,,,,,,,0
CONSUMABLE PART,DC CONVERTER,SDC225,,380513081,0,EA,,WISNU,C1-1,1,,,,,,,,,,0
CONSUMABLE PART,DEAL GREASE,154-12000,,,0,EA,,WISNU,B3-12,10,,,,,,,,,,0
CONSUMABLE PART,DETECTOR,1221201-4,,,0,EA,,WISNU,D2-1,2,,,,,,,,,,0
CONSUMABLE PART,DETECTOR,1221201-4,,,0,EA,,WISNU,D2-1,1,,,,,,,,,,0
CONSUMABLE PART,DETECTOR LIFT,148-7,,161726-08,0,EA,,WISNU,G1,0,,,,,,,,,,0
CONSUMABLE PART,DETECTOR LIFT,148-7,,161726-09,0,EA,,WISNU,G1,1,,,,,,,,,,0
CONSUMABLE PART,DETECTOR LIFT,148-7,,859328045,0,EA,,WISNU,QUARANTINE,1,,,,,,,,,,0
CONSUMABLE PART,DETECTOR NAV LIGHT,1221201-3,,,0,EA,,WISNU,D2-1,4,,,,,,,,,,0
CONSUMABLE PART,DISC BRAKE,164-04000,,,0,EA,,WISNU,A2-1,2,,,,,,,,,,0
CONSUMABLE PART,DISC BRAKE,164-30615-1,,,0,EA,,WISNU,A2-1,4,,,,,,,,,,0
CONSUMABLE PART,DISC BRAKE,164-30615-1,,,0,EA,,WISNU,A2-1,0,,,,,,,,,,0
CONSUMABLE PART,DOME SHALLOW,11696P-28,,,0,EA,,WISNU,D2,0,,,,,,,,,,0
CONSUMABLE PART,DOOR AY,0552173-27,,,0,EA,,WISNU,A4-2,0,,,,,,,,,,0
CONSUMABLE PART,DOOR AY,0552173-27,,,0,EA,,WISNU,A4-2,2,,,,,,,,,,0
CONSUMABLE PART,DOOR POST KIT,SK172-149-1,,,0,EA,,WISNU,A2-9,4,,,,,,,,,,0
CONSUMABLE PART,DOW CORNING RTV,RTV737-30ZCLR,,,0,EA,,WISNU,E4,8,,,,,,,,,,0
CONSUMABLE PART,DRAIN VALVE,492-308,,,0,EA,,WISNU,G3,3,,,,,,,,,,0
CONSUMABLE PART,DRAIN VALVE,S2485-1,,,0,EA,,WISNU,A3-20,2,,,,,,,,,,0
CONSUMABLE PART,DRAIN VALVE SAF-AIR F50,OIL,05-00983,,,0,EA,,WISNU,A3-9,6,,,,,,,,,
CONSUMABLE PART,DUAL HARNESS,10-821414-14R,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,DUAL HARNESS,10-821414-4R,,,0,EA,,WISNU,G3,1,,,,,,,,,,0
CONSUMABLE PART,DUCT,52282-2,,,0,EA,,WISNU,B3-3,2,,,,,,,,,,0
CONSUMABLE PART,EARPHONE,10376G-20,,,0,EA,,WISNU,C2-1,2,,,,,,,,,,0
CONSUMABLE PART,EARPHONE,10376G-20,,,0,EA,,WISNU,C2-1,2,,,,,,,,,,0
CONSUMABLE PART,EGT PROBE,2870,,,0,EA,,WISNU,G3,3,,,,,,,,,,0
CONSUMABLE PART,EGT PROBE,86143,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,EGT PROBE,86143,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,EGT PROBE,86143,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,EGT PROBE,SCREW-IN,86245,,,0,EA,,WISNU,G3,2,,,,,,,,,
CONSUMABLE PART,ELBOW,0556032-1,,,0,EA,,WISNU,D2-11,2,,,,,,,,,,0
CONSUMABLE PART,ELBOW,AN823-4D,,,0,EA,,WISNU,D2-11,0,,,,,,,,,,0
CONSUMABLE PART,ELBOW,AN916-1D,,,0,EA,,WISNU,D2-11,12,,,,,,,,,,0
CONSUMABLE PART,ELBOW,MS20823-4D,,,0,EA,,WISNU,D2-11,2,,,,,,,,,,0
CONSUMABLE PART,ELBOW,S2421-10P,,,0,EA,,WISNU,D2-11,13,,,,,,,,,,0
CONSUMABLE PART,ELBOW,S2421-10P,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,ELBOW 90 DEGREE,MS20822-4D,,,0,EA,,WISNU,D2-11,2,,,,,,,,,,0
CONSUMABLE PART,ELBOW PIPE 900,AN914-1D,,,0,EA,,WISNU,D2-11,5,,,,,,,,,,0
CONSUMABLE PART,ELBOW PIPE 900,AN914-1D,,,0,EA,,WISNU,D2-11,5,,,,,,,,,,0
CONSUMABLE PART,ELEC BUSHING KIT,EBCKT-4,,,0,EA,,WISNU,D3-9,5,,,,,,,,,,0
CONSUMABLE PART,ELEVATOR KIT,EBCKT5,,,0,EA,,WISNU,D3-2,3,,,,,,,,,,0
CONSUMABLE PART,ELT REMOTE,345-6196-04,,368176-021,0,EA,,WISNU,C2-2,1,,,,,,,,,,0
CONSUMABLE PART,ELT REMOTE,345-6196-04,,368176-021,0,EA,,WISNU,C2-2,1,,,,,,,,,,0
CONSUMABLE PART,ELT REMOTE,455-0023,,,0,EA,,WISNU,C2-2,2,,,,,,,,,,0
CONSUMABLE PART,ENGINE BAFFLE,27675,,,0,EA,,WISNU,F1,1,,,,,,,,,,0
CONSUMABLE PART,ENGINE BAFFLE,27875,,,0,EA,,WISNU,F1,0,,,,,,,,,,0
CONSUMABLE PART,ENGINE BAFFLE,34477,,,0,EA,,WISNU,F1,0,,,,,,,,,,0
CONSUMABLE PART,ENGINE BAFFLE,34478,,,0,EA,,WISNU,F1,0,,,,,,,,,,0
CONSUMABLE PART,ENGINE BAFFLE,34479,,,0,EA,,WISNU,F1,0,,,,,,,,,,0
CONSUMABLE PART,ENGINE BAFFLE,34480,,,0,EA,,WISNU,F1,0,,,,,,,,,,0
CONSUMABLE PART,ENGINE BAFFLE,34481,,,0,EA,,WISNU,F1,0,,,,,,,,,,0
CONSUMABLE PART,ENGINE BAFFLE,34482,,,0,EA,,WISNU,F1,0,,,,,,,,,,0
CONSUMABLE PART,ENGINE BAFFLE,34484,,,0,EA,,WISNU,F1,0,,,,,,,,,,0
CONSUMABLE PART,ENGINE BAFFLE,34485,,,0,EA,,WISNU,F1,0,,,,,,,,,,0
CONSUMABLE PART,EYE BOLT,422344,,,0,EA,,WISNU,B3-15,1,,,,,,,,,,0
CONSUMABLE PART,EYE WASH PORTABLE,7501,,,0,EA,,WISNU,WISNU,1,,,,,,,,,,0
CONSUMABLE PART,F8C LARGE FUEL/WATER FUNNEL,05-01055,,,0,EA,,WISNU,A1-2,4,,,,,,,,,,0
CONSUMABLE PART,FAIRING DORSAL FIN,K0531012-2,,,0,EA,,WISNU,A4-2,2,,,,,,,,,,0
CONSUMABLE PART,FAIRING LANDING GEAR,LH,SA-1741005-239,,,0,EA,,WISNU,A4-2,1,,,,,,,,,
CONSUMABLE PART,FAIRING LANDING GEAR,RH,SA-1741005-240,,,0,EA,,WISNU,A4-2,1,,,,,,,,,
CONSUMABLE PART,FAIRING STRUT TO FUSELAGE,LH,SA-0522150-1SP,,,0,EA,,WISNU,A4-2,2,,,,,,,,,
CONSUMABLE PART,FAIRING STRUT TO FUSELAGE,RH,SA-0522150-2SP,,,0,EA,,WISNU,A4-2,2,,,,,,,,,
CONSUMABLE PART,FAIRING STRUT TO WING,LH,SA-052215039P,,,0,EA,,WISNU,A4-2,2,,,,,,,,,
CONSUMABLE PART,FAIRING STRUT TO WING,RH,SA-0522150-4SP,,,0,EA,,WISNU,A4-2,2,,,,,,,,,
CONSUMABLE PART,FAIRING STRUT,LH,28-07-LFS,,,0,EA,,WISNU,A4-2,2,,,,,,,,,
CONSUMABLE PART,FAIRING STRUT,RH,28-07-RFS,,,0,EA,,WISNU,A4-2,2,,,,,,,,,
CONSUMABLE PART,FASTENER,S2319-1,,,0,EA,,WISNU,A3-8,9,,,,,,,,,,0
CONSUMABLE PART,FELT TAPE,SPF114,,,0,EA,,WISNU,B4-2,22,,,,,,,,,,0
CONSUMABLE PART,FERRULE,0742410-8,,,0,EA,,WISNU,D3-3,4,,,,,,,,,,0
CONSUMABLE PART,FILLET AG,0512027-1,,,0,EA,,WISNU,D1,1,,,,,,,,,,0
CONSUMABLE PART,FILTER AIR ASSY,BA5110,,,0,EA,,WISNU,B2-2,19,,,,,,,,,,0
CONSUMABLE PART,FILTER ELEMENT,BA-3505,,,0,EA,,WISNU,G1,50,,,,,,,,,,0
CONSUMABLE PART,FILTER ELEMENT (FUEL),OS-51288,,,0,EA,,WISNU,B5-1,1,,,,,,,,,,0
CONSUMABLE PART,FILTER FUEL,0756009-1,,,0,EA,,WISNU,A3-20,5,,,,,,,,,,0
CONSUMABLE PART,FILTER HOUSING,VF-61,,,0,EA,,WISNU,B5-1,1,,,,,,,,,,0
CONSUMABLE PART,FILTER NOISE,AK950FTR,,956795,0,EA,,WISNU,E4,1,,,,,,,,,,0
CONSUMABLE PART,FILTER NOISE,AK950FTR,,956797,0,EA,,WISNU,E4,1,,,,,,,,,,0
CONSUMABLE PART,FILTER VACUM PUMP,RAIJA-7,,,0,EA,,WISNU,D2,3,,,,,,,,,,0
CONSUMABLE PART,FIN FWD,38349-003,,,0,EA,,WISNU,G1,1,,,,,,,,,,0
CONSUMABLE PART,FITTING,0543016-1,,,0,EA,,WISNU,A1-2,2,,,,,,,,,,0
CONSUMABLE PART,FITTING,522200-1,,,0,EA,,WISNU,B2-1,3,,,,,,,,,,0
CONSUMABLE PART,FITTING,AA1K1-4-6,,,0,EA,,WISNU,A3-9,6,,,,,,,,,,0
CONSUMABLE PART,FITTING,AA1K1-6-10,,,0,EA,,WISNU,A3-9,4,,,,,,,,,,0
CONSUMABLE PART,FITTING,AA1K1-6-10,,,0,EA,,WISNU,A3-9,4,,,,,,,,,,0
CONSUMABLE PART,FITTING,AA1K10-4-6,,,0,EA,,WISNU,A3-9,1,,,,,,,,,,0
CONSUMABLE PART,FITTING,AA1K30-6-6-4,,,0,EA,,WISNU,A3-9,5,,,,,,,,,,0
CONSUMABLE PART,FITTING,AA1K9-6-10,,,0,EA,,WISNU,A3-9,4,,,,,,,,,,0
CONSUMABLE PART,FITTING,AN822-4D,,,0,EA,,WISNU,D2-11,2,,,,,,,,,,0
CONSUMABLE PART,FITTING,AS15002-1P,,,0,EA,,WISNU,D3-10,30,,,,,,,,,,0
CONSUMABLE PART,FITTING,RA1K1-4-6,,,0,EA,,WISNU,A3-9,7,,,,,,,,,,0
CONSUMABLE PART,FITTING,RA1K8-6-10,,,0,EA,,WISNU,A3-9,5,,,,,,,,,,0
CONSUMABLE PART,FITTING,S3014-4-6,,,0,EA,,WISNU,A3-9,1,,,,,,,,,,0
CONSUMABLE PART,FITTING ALLUMUNIUM CAP,04-03479,,,0,EA,,WISNU,D3-2,10,,,,,,,,,,0
CONSUMABLE PART,FITTING ALLUMUNIUM CAP,04-03480,,,0,EA,,WISNU,D3-2,10,,,,,,,,,,0
CONSUMABLE PART,FITTING ALLUMUNIUM CAP,04-03481,,,0,EA,,WISNU,D3-2,6,,,,,,,,,,0
CONSUMABLE PART,FITTING AY,0543013-1,,,0,EA,,WISNU,A1-2,2,,,,,,,,,,0
CONSUMABLE PART,FLAP ROLLER BUSHING,496-1,,,0,EA,,WISNU,D3-2,38,,,,,,,,,,0
CONSUMABLE PART,FLAP ROLLER SERVICE KIT,MCSK100,,,0,EA,,WISNU,B3-14,1,,,,,,,,,,0
CONSUMABLE PART,FLAP ROLLER UPGRADE KIT,FLP-KT-3U,,,0,EA,,WISNU,B3-14,1,,,,,,,,,,0
CONSUMABLE PART,FLASH TUBE,152-0007,,J5041588,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,FLASH TUBE,762-003,,,0,EA,,WISNU,G2,2,,,,,,,,,,0
CONSUMABLE PART,FLASHER,C594502-0102/,,C13125861,0,EA,,WISNU,A3-16,1,,,,,,,,,,0
CONSUMABLE PART,FLASHER,C594502-0102/150-0011,,C09054293,0,EA,,WISNU,A3-16,1,,,,,,,,,,0
CONSUMABLE PART,FLASHER,C594502-0102/150-0011,,C09054300,0,EA,,WISNU,A3-16,1,,,,,,,,,,0
CONSUMABLE PART,FLASHER,C594502-0102/150-0011,,C13125865,0,EA,,WISNU,A3-16,1,,,,,,,,,,0
CONSUMABLE PART,FLASHER,C594502-0102/150-0011,,C13125896,0,EA,,WISNU,A3-16,1,,,,,,,,,,0
CONSUMABLE PART,FLASHER,C594502-0102/150-0011,,C13125926,0,EA,,WISNU,A3-16,1,,,,,,,,,,0
CONSUMABLE PART,FLUID3 MULTY PURPOSE,MIL- PRF-7870D,,,0,EA,,WISNU,WISNU,3,,,,,,,,,,0
CONSUMABLE PART,FOAM FILLED EAR SEALS,18316G-02,,,0,EA,,WISNU,D2-5,10,,,,,,,,,,0
CONSUMABLE PART,FUEL CAP,C156003-0101,,,0,EA,,WISNU,A3-19,1,,,,,,,,,,0
CONSUMABLE PART,FUEL CHECKER - PA 44,86704-002,,,0,EA,,WISNU,G1,7,,,,,,,,,,0
CONSUMABLE PART,FUEL CLUSTER,C669537-0107,,,0,EA,,WISNU,C3-1,1,,,,,,,,,,0
CONSUMABLE PART,FUEL DRIVEN PUMP,LW-16947,,H4612,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,FUEL GAUGE,C172/26.5,,,0,EA,,WISNU,D3-4,10,,,,,,,,,,0
CONSUMABLE PART,FUEL QTY CLUSTER AND TRANSMITER,SK172-119,,,0,EA,,WISNU,C2-2,1,,,,,,,,,,0
CONSUMABLE PART,FUEL SENDER,86688-002,,,0,EA,,WISNU,G1,1,,,,,,,,,,0
CONSUMABLE PART,FUEL STRAINER,0756008-1,,,0,EA,,WISNU,A3-2,3,,,,,,,,,,0
CONSUMABLE PART,FUEL STRNR PLUNGER,05-04424,,,0,EA,,WISNU,D2-10,1,,,,,,,,,,0
CONSUMABLE PART,FUEL STRNR REBUILD KIT,05-04426,,,0,EA,,WISNU,D2-10,1,,,,,,,,,,0
CONSUMABLE PART,FUSE,036-0057-10,,,0,EA,,WISNU,C2-1,7,,,,,,,,,,0
CONSUMABLE PART,FUSE,036-0058-03,,,0,EA,,WISNU,C2-1,1,,,,,,,,,,0
CONSUMABLE PART,FUSE,S1091-1,,,0,EA,,WISNU,A2-3,9,,,,,,,,,,0
CONSUMABLE PART,FUSE,S2565-5,,,0,EA,,WISNU,A2-3,25,,,,,,,,,,0
CONSUMABLE PART,FUSE AGA 32V 3A,036-00058-0003,,,0,EA,,WISNU,C2-1,10,,,,,,,,,,0
CONSUMABLE PART,GA-56 GPS ANTENNA,011-00134-00,,59075456,0,EA,,WISNU,G1,1,,,,,,,,,,0
CONSUMABLE PART,GA-56 GPS ANTENNA,011-00134-00,,59409715,0,EA,,WISNU,G1,1,,,,,,,,,,0
CONSUMABLE PART,GA-56 GPS ANTENNA,011-00134-00,,59409721,0,EA,,WISNU,G1,1,,,,,,,,,,0
CONSUMABLE PART,GAGE,6246-00363,,,0,EA,,WISNU,C3-2,1,,,,,,,,,,0
CONSUMABLE PART,GAGE,6246-00370,,,0,EA,,WISNU,C3-1,1,,,,,,,,,,0
CONSUMABLE PART,GARTER FILTER,ARB3-5-1,,,0,EA,,WISNU,WISNU,105,,,,,,,,,,0
CONSUMABLE PART,GARTER FILTER,ARB3-5-1,,,0,EA,,WISNU,WISNU,15,,,,,,,,,,0
CONSUMABLE PART,GASKET,0426013-1,,,0,EA,,WISNU,A3-13,2,,,,,,,,,,0
CONSUMABLE PART,GASKET,0426013-2,,,0,EA,,WISNU,A3-13,3,,,,,,,,,,0
CONSUMABLE PART,GASKET,06E19769-1.25,,,0,EA,,WISNU,G3,132,,,,,,,,,,0
CONSUMABLE PART,GASKET,0756009-8,,,0,EA,,WISNU,A3-14,6,,,,,,,,,,0
CONSUMABLE PART,GASKET,080-0001,,,0,EA,,WISNU,B3-12,5,,,,,,,,,,0
CONSUMABLE PART,GASKET,75906,,,0,EA,,WISNU,A3-2,86,,,,,,,,,,0
CONSUMABLE PART,GASKET,ES10-382811,,,0,EA,,WISNU,G3,10,,,,,,,,,,0
CONSUMABLE PART,GASKET,S2670-1,,,0,EA,,WISNU,A3-13,3,,,,,,,,,,0
CONSUMABLE PART,GASKET CARBURETOR,77154,,,0,EA,,WISNU,G3,10,,,,,,,,,,0
CONSUMABLE PART,GASKET CARBURETOR INLET,LW-13473,,,0,EA,,WISNU,A4-1,9,,,,,,,,,,0
CONSUMABLE PART,GASKET EXHAUST,77611,,,0,EA,,WISNU,A4-1,10,,,,,,,,,,0
CONSUMABLE PART,GASKET EXHAUST,77611,,,0,EA,,WISNU,A4-1,18,,,,,,,,,,0
CONSUMABLE PART,GASKET INTAKE,71973,,,0,EA,,WISNU,A4-1,82,,,,,,,,,,0
CONSUMABLE PART,GASKET TURBO,LW18038,,,0,EA,,WISNU,G3,6,,,,,,,,,,0
CONSUMABLE PART,GASKET TURBO,LW18038,,,0,EA,,WISNU,G3,4,,,,,,,,,,0
CONSUMABLE PART,GAUGE OIL PRESS,548-672,,,0,EA,,WISNU,C3-1,1,,,,,,,,,,0
CONSUMABLE PART,GEAR STARTER RING,72566,,,0,EA,,WISNU,D1,1,,,,,,,,,,0
CONSUMABLE PART,GNS 430 HARDWARE KIT,GA-56 KIT,,,0,EA,,WISNU,G2,3,,,,,,,,,,0
CONSUMABLE PART,GNS430 BACK PLATE,011-00676-00,,,0,EA,,WISNU,G1,3,,,,,,,,,,0
CONSUMABLE PART,GPS COLLING FAN,AK950-F5,,,0,EA,,WISNU,G1,1,,,,,,,,,,0
CONSUMABLE PART,GREASE  SEAL FELT,154-30010,,,0,EA,,WISNU,B3-12,52,,,,,,,,,,0
CONSUMABLE PART,GREASE 22,MIL-PRF-81322,,,0,CAN,,WISNU,FLAMABLE ROOM,2,,,,,,,,,,0
CONSUMABLE PART,GREASE RING,153-00300,,,0,EA,,WISNU,B3-12,1,,,,,,,,,,0
CONSUMABLE PART,GREASE RING,153-00300,,,0,EA,,WISNU,B3-12,9,,,,,,,,,,0
CONSUMABLE PART,GREASE RING,153-00300,,,0,EA,,WISNU,B3-12,7,,,,,,,,,,0
CONSUMABLE PART,GREASE RING,153-00400,,,0,EA,,WISNU,B3-12,10,,,,,,,,,,0
CONSUMABLE PART,GREASE RING,153-00800,,,0,EA,,WISNU,B3-12,6,,,,,,,,,,0
CONSUMABLE PART,GREASE RING,153-00800,,,0,EA,,WISNU,B3-12,6,,,,,,,,,,0
CONSUMABLE PART,GREASE RING,153-00800,,,0,EA,,WISNU,B3-12,4,,,,,,,,,,0
CONSUMABLE PART,GREASE SEAL FELT,154-00600,,,0,EA,,WISNU,B3-12,101,,,,,,,,,,0
CONSUMABLE PART,GREASE SEAL FELT,154-01300,,,0,EA,,WISNU,B3-12,9,,,,,,,,,,0
CONSUMABLE PART,GREASE SEAL WHEEL,153-01500,,,0,EA,,WISNU,B3-12,14,,,,,,,,,,0
CONSUMABLE PART,GREASE SEAL WHEEL,153-01500,,,0,EA,,WISNU,B3-12,2,,,,,,,,,,0
CONSUMABLE PART,GREASE SEAL WHEEL,153-01500,,,0,EA,,WISNU,B3-12,6,,,,,,,,,,0
CONSUMABLE PART,GREENS LENS,08-4230020-40,,,0,EA,,WISNU,A3-17,4,,,,,,,,,,0
CONSUMABLE PART,GUGE FOR VF-61E,10678,,,0,EA,,WISNU,B5-1,2,,,,,,,,,,0
CONSUMABLE PART,HANDLE,1217053-4,,,0,EA,,WISNU,A4-1,7,,,,,,,,,,0
CONSUMABLE PART,HANDLE BRAKE,0813150-75,,,0,EA,,WISNU,D4,0,,,,,,,,,,0
CONSUMABLE PART,HARDENER,S66/22R,,,0,PAIL,,WISNU,CONTAINER,7,,,,,,,,,,0
CONSUMABLE PART,HARNESS,M1785,,,0,EA,,WISNU,B2-2,1,,,,,,,,,,0
CONSUMABLE PART,HARNESS,M1795,,,0,EA,,WISNU,B2-2,5,,,,,,,,,,0
CONSUMABLE PART,HARNESS SEAT BELT,SK170-12C1,,,0,EA,,WISNU,C4-2,-1,,,,,,,,,,0
CONSUMABLE PART,HEAD PAD,40266G-01,,,0,EA,,WISNU,C4-1,9,,,,,,,,,,0
CONSUMABLE PART,HEADLINER ASSY,0514137-8,,,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,HEADSET,12508G-17,,,0,EA,,WISNU,C4-2,1,,,,,,,,,,0
CONSUMABLE PART,HEADSET,12508G-17,,,0,EA,,WISNU,C4-2,0,,,,,,,,,,0
CONSUMABLE PART,HEADSET,ASA,,,0,EA,,WISNU,C4-2,2,,,,,,,,,,0
CONSUMABLE PART,HEADSET BOOM,12840G-01,,,0,EA,,WISNU,D2-6,16,,,,,,,,,,0
CONSUMABLE PART,HINGE,0411185-7,,,0,EA,,WISNU,D3-11,5,,,,,,,,,,0
CONSUMABLE PART,HINGE,0511237-1,,,0,EA,,WISNU,D3-11,1,,,,,,,,,,0
CONSUMABLE PART,HINGE,0511237-2,,,0,EA,,WISNU,D2-16,2,,,,,,,,,,0
CONSUMABLE PART,HINGE,0511237-2,,,0,EA,,WISNU,D2-16,1,,,,,,,,,,0
CONSUMABLE PART,HINGE,0511237-2,,,0,EA,,WISNU,D3-11,2,,,,,,,,,,0
CONSUMABLE PART,HINGE,0511280-1,,,0,EA,,WISNU,D2-16,3,,,,,,,,,,0
CONSUMABLE PART,HINGE ASSY LWR (RH),2417003-2,,,0,EA,,WISNU,D2-16,4,,,,,,,,,,0
CONSUMABLE PART,HINGE AY,0511238-1,,,0,EA,,WISNU,D3-11,0,,,,,,,,,,0
CONSUMABLE PART,HINGE AY,0511238-2,,,0,EA,,WISNU,D2-16,2,,,,,,,,,,0
CONSUMABLE PART,HINGE AY,0511238-2,,,0,EA,,WISNU,D3-11,0,,,,,,,,,,0
CONSUMABLE PART,HINGE HALF,1552004-22,,,0,EA,,WISNU,D2-16,4,,,,,,,,,,0
CONSUMABLE PART,HINGE HALF,1552004-23,,,0,EA,,WISNU,D2-16,2,,,,,,,,,,0
CONSUMABLE PART,HINGE HALF ASSY (LH),2417003-1,,,0,EA,,WISNU,D2-16,1,,,,,,,,,,0
CONSUMABLE PART,HINGEHALF (LH),0517019-3,,,0,EA,,WISNU,D3-11,2,,,,,,,,,,0
CONSUMABLE PART,HINGEHALF (RH),0517019-4,,,0,EA,,WISNU,D3-11,1,,,,,,,,,,0
CONSUMABLE PART,HOBBS METER,85094/331534,,,0,EA,,WISNU,C1-1,4,,,,,,,,,,0
CONSUMABLE PART,HOOK LATCH,S3247-1,,,0,EA,,WISNU,A3-19,1,,,,,,,,,,0
CONSUMABLE PART,HORN ASSY STALL WARMING,0713348-1,,,0,EA,,WISNU,B3-15,2,,,,,,,,,,0
CONSUMABLE PART,HOSE,111-4,,,0,EA,,WISNU,B4-3,31.39,,,,,,,,,,0
CONSUMABLE PART,HOSE,124F003-4CR0170,,,0,EA,,WISNU,G1,1,,,,,,,,,,0
CONSUMABLE PART,HOSE,306-4,,,0,EA,,WISNU,B4-3,30,,,,,,,,,,0
